2013-07-15,2,11,22,26,36,37,42
2013-07-16,1,9,18,29,33,43,5
2013-07-17,20,22,26,35,39,46,34
2013-07-19,3,19,29,38,43,46,18
2013-07-22,4,7,9,12,15,34,24
2013-07-23,1,11,12,22,34,46,24
2013-07-24,2,7,8,11,20,37,6
2013-07-26,2,3,6,7,23,42,30
2013-07-29,15,34,37,44,46,47,6
2013-07-30,1,26,33,43,48,49,41
2013-07-31,8,18,31,39,47,49,5
2013-08-02,15,24,35,38,39,44,31
2013-08-05,10,13,16,17,30,37,28
2013-08-06,18,24,26,27,36,41,1
2013-08-07,6,21,23,25,28,36,14
2013-08-09,5,11,18,28,36,47,16
2013-08-12,21,27,30,35,42,45,14
2013-08-13,11,12,30,37,38,47,40
2013-08-14,4,5,19,30,40,44,13
2013-08-16,13,15,18,35,39,46,28
2013-08-19,5,7,15,24,41,45,40
2013-08-20,10,16,31,34,43,46,17
2013-08-21,1,5,12,14,24,42,31
2013-08-23,5,14,21,25,27,31,45
2013-08-26,2,3,12,29,32,37,26
2013-08-27,4,7,10,12,32,48,13
2013-08-28,4,22,24,28,35,37,46
2013-08-30,9,11,29,38,47,49,26
2013-09-02,9,15,16,19,37,39,46
2013-09-03,7,13,15,18,36,43,28
2013-09-04,1,4,15,30,36,45,44
2013-09-06,13,18,23,28,35,47,3
2013-09-09,6,12,15,25,39,41,45
2013-09-10,14,19,20,21,36,44,31
2013-09-11,3,4,26,32,36,38,22
2013-09-13,3,11,18,43,46,47,13
2013-09-16,5,35,39,42,43,49,3
2013-09-17,3,17,29,35,37,38,23
2013-09-18,2,22,23,29,39,44,38
2013-09-20,1,11,16,23,39,48,32
2013-09-23,11,28,30,35,39,48,13
2013-09-24,10,13,23,37,41,48,5
2013-09-25,7,9,12,17,41,42,40
2013-09-27,9,17,19,37,42,45,6
2013-09-30,5,11,16,18,28,34,13
2013-10-01,2,19,23,30,32,38,11
2013-10-02,22,26,27,29,45,48,21
2013-10-04,10,25,34,42,45,46,14
2013-10-07,16,22,27,44,47,49,10
2013-10-08,2,14,24,30,31,45,43
2013-10-09,3,6,9,33,34,44,27
2013-10-11,2,6,11,29,34,43,9
2013-10-14,15,18,20,29,40,49,27
2013-10-15,16,27,29,30,40,41,49
2013-10-16,14,25,31,32,39,45,30
2013-10-18,10,12,19,22,35,42,5
2013-10-21,9,28,29,38,44,47,13
2013-10-22,20,31,34,38,41,49,25
2013-10-23,4,13,15,25,34,37,17
2013-10-25,10,11,12,21,28,30,46
2013-10-28,15,20,28,34,41,45,3
2013-10-29,10,16,30,33,38,43,41
2013-10-30,12,20,24,37,46,48,13
2013-11-01,1,2,13,43,46,47,25
2013-11-04,14,17,18,22,39,40,46
2013-11-05,2,5,23,27,40,41,11
2013-11-06,4,9,10,15,40,49,32
2013-11-08,14,19,20,22,27,28,11
2013-11-11,7,11,12,13,20,32,10
2013-11-12,1,22,24,26,27,36,38
2013-11-13,16,20,35,42,46,49,19
2013-11-15,7,8,9,11,13,29,41
2013-11-18,27,28,35,41,42,48,47
2013-11-19,3,10,19,31,34,40,35
2013-11-20,3,14,21,35,36,42,39
2013-11-22,2,4,9,17,18,44,46
2013-11-25,1,21,25,28,40,49,9
2013-11-26,14,35,36,42,43,48,7
2013-11-27,5,18,23,29,35,44,37
2013-11-29,7,13,15,33,38,40,18
2013-12-02,6,10,23,29,38,43,14
2013-12-03,3,19,20,29,31,49,40
2013-12-04,3,19,34,35,45,49,29
2013-12-06,2,7,12,16,17,36,3
2013-12-09,3,4,9,19,33,42,10
2013-12-10,9,11,12,16,31,40,33
2013-12-11,5,13,22,25,40,44,32
2013-12-13,8,16,18,21,31,47,4
2013-12-16,9,13,14,33,38,39,34
2013-12-17,8,9,20,33,40,49,47
2013-12-18,1,21,22,24,27,41,4
2013-12-20,18,23,29,31,42,43,28
2013-12-23,4,26,34,46,47,48,20
2013-12-24,4,7,35,42,44,45,19
2013-12-25,3,10,20,32,36,48,29
2013-12-27,6,9,31,33,35,38,16
2013-12-30,7,23,28,30,48,49,26
2013-12-31,6,19,27,41,45,49,2
2014-01-01,6,14,36,38,42,48,30
2014-01-03,5,10,29,44,45,46,31
2014-01-06,2,3,13,24,30,32,40
2014-01-07,5,8,22,27,31,35,7
2014-01-08,7,19,32,36,40,44,23
2014-01-10,1,12,16,26,32,46,6
2014-01-13,3,7,20,24,26,46,1
2014-01-14,15,23,25,29,32,38,48
2014-01-15,7,11,31,37,38,43,47
2014-01-17,21,23,25,32,40,43,18
2014-01-20,20,27,31,32,34,45,49
2014-01-21,10,12,23,31,40,42,46
2014-01-22,4,20,25,31,42,43,14
2014-01-24,12,16,34,45,47,49,22
2014-01-27,7,28,30,34,43,49,46
2014-01-28,8,9,21,34,35,41,29
2014-01-29,26,28,31,34,35,36,33
2014-01-31,7,8,17,18,29,37,47
2014-02-03,3,10,34,35,40,42,26
2014-02-04,18,23,29,30,36,43,28
2014-02-05,4,9,24,33,37,48,49
2014-02-07,4,9,25,31,38,41,2
2014-02-10,2,9,18,19,20,26,14
2014-02-11,23,24,30,32,37,46,38
2014-02-12,2,31,35,36,41,44,4
2014-02-14,21,26,27,30,34,41,39
2014-02-17,1,3,26,27,30,47,14
2014-02-18,5,15,29,33,40,42,6
2014-02-19,18,28,30,31,34,40,12
2014-02-21,1,15,35,36,37,40,32
2014-02-24,2,11,29,30,32,45,9
2014-02-25,3,13,15,18,25,33,10
2014-02-26,16,26,27,40,43,46,6
2014-02-28,8,17,18,30,33,34,10
2014-03-03,10,14,15,25,33,34,29
2014-03-04,3,5,7,22,34,35,2
2014-03-05,4,15,17,28,29,39,2
2014-03-07,13,19,31,41,44,47,1
2014-03-10,3,12,15,25,37,43,29
2014-03-11,7,9,19,24,42,47,35
2014-03-12,1,9,18,24,30,40,48
2014-03-14,4,21,35,38,41,44,22
2014-03-17,9,13,24,39,47,49,29
2014-03-18,3,14,15,32,36,49,48
2014-03-19,5,7,26,33,36,44,8
2014-03-21,3,10,25,36,41,48,2
2014-03-24,7,9,21,30,34,38,24
2014-03-25,5,31,34,36,42,47,10
2014-03-26,1,20,23,37,44,48,45
2014-03-28,13,26,27,31,33,45,2
2014-03-31,7,16,17,26,35,47,25
2014-04-01,1,5,8,12,19,27,22
2014-04-02,5,8,15,25,28,45,44
2014-04-04,9,21,27,28,36,49,25
2014-04-07,7,20,25,34,36,41,15
2014-04-08,1,6,15,30,33,42,41
2014-04-09,5,18,31,34,42,46,7
2014-04-11,1,13,30,31,34,45,23
2014-04-14,8,10,19,22,34,47,9
2014-04-15,5,6,21,30,36,43,7
2014-04-16,13,19,27,35,38,39,31
2014-04-18,14,19,24,28,29,37,35
2014-04-21,2,22,30,38,47,49,43
2014-04-22,14,15,17,18,20,32,35
2014-04-23,5,6,20,31,39,40,1
2014-04-25,2,15,36,38,42,44,14
2014-04-28,8,10,11,28,32,39,17
2014-04-29,1,3,6,10,11,25,43
2014-04-30,4,23,24,25,29,39,14
2014-05-02,8,15,27,35,40,44,30
2014-05-05,1,4,9,23,43,44,31
2014-05-06,1,14,38,39,42,44,18
2014-05-07,5,10,18,32,37,42,29
2014-05-09,6,10,19,20,42,46,14
2014-05-12,1,3,24,31,34,44,20
2014-05-13,5,11,28,33,34,41,44
2014-05-14,19,20,24,33,39,46,42
2014-05-16,13,15,26,27,28,40,45
2014-05-19,1,3,8,11,14,48,27
2014-05-20,6,8,17,36,38,47,14
2014-05-21,18,22,27,30,43,45,37
2014-05-23,12,13,20,35,37,48,1
2014-05-26,10,16,30,32,43,48,9
2014-05-27,1,10,33,34,35,47,38
2014-05-28,4,11,12,18,22,33,34
2014-05-30,7,25,26,27,31,44,45
2014-06-02,7,32,36,44,47,49,43
2014-06-03,22,23,30,33,35,41,20
2014-06-04,2,7,14,25,37,48,10
2014-06-06,12,18,22,26,31,37,9
2014-06-09,1,14,30,36,38,42,29
2014-06-10,1,3,10,32,33,48,46
2014-06-11,8,16,19,22,25,47,21
2014-06-13,8,27,34,36,38,39,20
2014-06-16,19,26,42,43,44,46,15
2014-06-17,10,16,17,19,22,36,33
2014-06-18,1,18,36,37,38,43,30
2014-06-20,5,8,33,38,42,48,21
2014-06-23,7,12,16,20,30,39,44
2014-06-24,5,9,23,24,42,49,12
2014-06-25,1,8,16,27,31,38,45
2014-06-27,8,23,24,27,28,32,48
2014-06-30,4,26,32,36,39,45,40
2014-07-01,3,21,29,33,39,45,19
2014-07-02,2,9,26,36,39,41,28
2014-07-04,12,17,22,35,37,44,13
2014-07-07,11,19,29,32,35,47,6
2014-07-08,4,7,14,33,40,46,35
2014-07-09,1,6,7,9,14,23,19
2014-07-11,12,15,18,19,24,42,6
2014-07-14,9,21,27,30,41,43,22
2014-07-15,2,11,15,25,36,44,33
2014-07-16,5,16,19,25,48,49,18
2014-07-18,8,12,21,22,39,43,1
2014-07-21,1,17,18,21,33,43,30
2014-07-22,4,16,17,19,38,46,18
2014-07-23,1,10,22,40,44,46,20
2014-07-25,6,16,26,39,40,44,5
2014-07-28,16,17,30,38,40,46,33
2014-07-29,2,17,38,40,41,44,23
2014-07-30,7,11,28,37,43,49,15
2014-08-01,8,11,20,31,33,45,34
2014-08-04,6,7,12,40,42,48,30
2014-08-05,15,26,31,32,33,42,49
2014-08-06,5,10,20,36,42,43,19
2014-08-08,10,32,40,44,45,49,48
2014-08-11,2,3,25,37,45,49,38
2014-08-12,24,28,34,37,39,42,45
2014-08-13,6,17,22,23,25,30,7
2014-08-15,11,16,20,24,34,35,38
2014-08-18,6,16,25,27,46,49,44
2014-08-19,5,13,14,29,30,41,42
2014-08-20,6,13,16,28,41,44,45
2014-08-22,3,5,9,12,22,25,4
2014-08-25,1,5,40,42,46,47,38
2014-08-26,11,18,19,25,43,49,45
2014-08-27,11,19,25,35,43,48,17
2014-08-29,9,16,22,37,39,49,40
2014-09-01,3,10,33,36,38,39,20
2014-09-02,7,10,26,30,32,39,21
2014-09-03,14,21,23,27,28,47,9
2014-09-05,4,18,20,22,36,38,45
2014-09-08,8,15,28,41,46,48,7
2014-09-09,7,10,20,37,38,46,31
2014-09-10,11,30,31,33,40,43,29
2014-09-12,7,13,22,29,39,45,40
2014-09-15,1,7,22,38,41,44,35
2014-09-16,22,26,32,36,41,44,17
2014-09-17,1,7,8,20,23,39,46
2014-09-19,19,22,27,29,33,46,35
2014-09-22,1,4,11,17,22,31,49
2014-09-23,13,17,29,30,36,41,44
2014-09-24,10,16,23,42,44,47,45
2014-09-26,11,18,20,27,42,44,24
2014-09-29,6,11,16,22,27,28,45
2014-09-30,5,12,13,14,18,34,44
2014-10-01,3,5,24,28,37,40,35
2014-10-03,3,16,41,42,47,48,20
2014-10-06,1,2,11,24,43,48,14
2014-10-07,12,14,16,17,27,35,18
2014-10-08,1,2,12,20,21,36,48
2014-10-10,5,18,21,25,36,43,6
2014-10-13,6,17,19,28,37,44,41
2014-10-14,1,5,27,37,38,44,39
2014-10-15,4,10,25,27,29,49,11
2014-10-17,1,18,19,24,43,44,4
2014-10-20,6,9,15,29,36,37,8
2014-10-21,6,10,19,22,44,48,14
2014-10-22,3,8,33,36,37,42,24
2014-10-24,5,6,13,22,38,44,1
2014-10-27,1,9,26,28,41,44,33
2014-10-28,4,12,13,35,43,49,15
2014-10-29,12,21,33,35,39,47,36
2014-10-31,3,10,13,14,22,36,20
2014-11-03,7,13,15,22,26,30,41
2014-11-04,2,4,16,18,42,46,14
2014-11-05,14,24,28,45,46,48,31
2014-11-07,3,9,14,15,34,44,7
2014-11-10,1,3,4,10,25,38,30
2014-11-11,2,6,13,19,25,47,39
2014-11-12,20,24,28,35,38,39,46
2014-11-14,10,12,20,24,39,46,31
2014-11-17,4,7,25,36,45,46,20
2014-11-18,3,12,14,26,32,37,21
2014-11-19,5,7,14,25,28,34,16
2014-11-21,4,14,18,19,27,47,48
2014-11-24,1,10,15,26,38,47,16
2014-11-25,9,18,20,22,37,48,35
2014-11-26,5,11,13,27,29,35,49
2014-11-28,3,5,14,28,33,39,49
2014-12-01,16,18,25,42,46,48,19
2014-12-02,4,11,31,32,35,49,14
2014-12-03,13,23,33,35,39,47,14
2014-12-05,3,7,13,16,31,49,25
2014-12-08,10,23,28,42,45,47,40
2014-12-09,3,6,16,20,44,46,26
2014-12-10,1,10,14,31,33,44,29
2014-12-12,1,10,24,37,47,49,43
2014-12-15,6,8,9,16,17,37,44
2014-12-16,2,3,10,27,32,35,29
2014-12-17,12,35,36,40,43,46,23
2014-12-19,12,23,26,28,29,40,21
2014-12-22,6,8,16,26,39,47,36
2014-12-23,1,9,12,14,44,47,32
2014-12-24,1,4,6,30,34,39,12
2014-12-26,1,4,12,30,32,36,5
2014-12-29,3,16,21,22,38,47,10
2014-12-30,7,10,15,17,20,25,39
2014-12-31,5,7,15,27,40,45,32
2015-01-02,7,26,35,39,48,49,27
2015-01-05,1,13,17,18,32,35,36
2015-01-06,5,16,31,32,33,47,41
2015-01-07,7,10,12,36,37,45,42
2015-01-09,2,20,22,33,37,39,41
2015-01-12,1,12,26,31,41,46,15
2015-01-13,7,8,9,26,27,43,45
2015-01-14,4,13,14,17,21,29,1
2015-01-16,5,25,34,40,42,43,4
2015-01-19,7,17,18,23,27,47,42
2015-01-20,17,20,22,26,38,41,42
2015-01-21,5,18,26,28,33,37,8
2015-01-23,5,12,15,16,31,37,42
2015-01-26,7,22,25,27,33,49,28
2015-01-27,7,15,25,29,30,43,3
2015-01-28,1,5,26,31,41,47,17
2015-01-30,1,3,5,16,26,42,32
2015-02-02,18,25,29,33,38,42,10
2015-02-03,7,12,22,33,34,39,21
2015-02-04,1,41,43,45,47,49,39
2015-02-06,1,9,12,19,22,31,14
2015-02-09,1,6,20,23,37,40,39
2015-02-10,2,3,24,30,38,45,31
2015-02-11,25,28,35,38,39,42,11
2015-02-13,5,7,10,16,24,33,44
2015-02-16,3,18,30,32,33,35,42
2015-02-17,20,32,36,41,47,49,4
2015-02-18,22,27,28,38,43,44,17
2015-02-20,3,6,24,25,29,32,30
2015-02-23,2,5,6,38,39,48,7
2015-02-24,9,36,43,44,45,46,16
2015-02-25,4,13,14,29,33,41,15
2015-02-27,7,13,22,28,40,46,34
2015-03-02,2,26,34,36,38,47,12
2015-03-03,11,13,23,28,36,45,2
2015-03-04,5,18,20,22,27,34,1
2015-03-06,4,6,10,19,25,26,2
2015-03-09,5,24,30,39,42,49,8
2015-03-10,4,10,11,21,36,43,14
2015-03-11,8,10,13,15,33,35,31
2015-03-13,8,9,12,15,43,44,41
2015-03-16,9,14,27,28,32,41,30
2015-03-17,4,8,23,27,36,40,44
2015-03-18,2,14,19,32,41,45,16
2015-03-20,16,23,29,38,40,45,47
2015-03-23,1,3,4,14,16,37,34
2015-03-24,6,9,11,15,28,43,42
2015-03-25,6,13,15,18,22,37,2
2015-03-26,12,25,28,35,38,42,49
2015-03-27,5,8,23,40,42,49,35
2015-03-28,6,8,14,26,42,46,34
2015-03-30,2,3,10,31,47,48,34
2015-03-31,6,24,27,37,38,45,12
2015-04-01,6,9,15,17,24,31,25
2015-04-02,4,12,18,21,29,39,23
2015-04-03,11,16,26,41,43,44,45
2015-04-04,18,26,33,38,39,42,22
2015-04-06,5,18,26,38,39,47,41
2015-04-07,17,21,30,32,45,49,3
2015-04-08,15,18,20,25,41,46,45
2015-04-09,1,17,31,38,41,47,39
2015-04-10,2,6,16,35,36,44,28
2015-04-11,3,5,11,21,22,37,2
2015-04-13,3,10,13,33,36,49,42
2015-04-14,2,17,24,26,36,38,7
2015-04-15,10,27,29,35,39,48,26
2015-04-16,14,16,23,26,33,44,30
2015-04-17,1,14,20,24,27,46,45
2015-04-18,23,33,34,38,39,41,11
2015-04-20,21,33,35,38,42,43,15
2015-04-21,11,21,23,30,35,40,48
2015-04-22,2,15,20,30,33,38,39
2015-04-23,8,11,16,22,26,32,48
2015-04-24,21,27,36,42,43,49,41
2015-04-25,1,9,22,23,42,46,37
2015-04-27,1,6,9,13,24,25,41
2015-04-28,3,6,8,27,36,47,32
2015-04-29,15,24,25,27,47,48,33
2015-04-30,6,12,21,33,38,46,28
2015-05-01,2,7,36,39,41,43,49
2015-05-02,7,8,11,20,43,44,35
2015-05-04,3,7,12,27,28,30,8
2015-05-05,3,13,14,17,34,38,43
2015-05-06,3,8,10,33,37,47,17
2015-05-07,2,7,17,28,32,39,3
2015-05-08,4,6,10,20,31,32,35
2015-05-09,16,27,29,34,38,43,1
2015-05-11,3,19,22,24,38,45,37
2015-05-12,1,10,22,40,44,49,37
2015-05-13,7,18,23,29,38,43,42
2015-05-14,11,13,15,24,26,45,25
2015-05-15,2,16,22,26,33,39,35
2015-05-16,7,15,16,19,32,48,10
2015-05-18,1,8,15,21,22,48,4
2015-05-19,5,10,12,23,24,31,28
2015-05-20,3,8,11,26,39,43,28
2015-05-21,5,24,36,39,42,49,19
2015-05-22,13,14,18,21,31,34,5
2015-05-23,3,5,20,42,48,49,17
2015-05-25,8,10,13,16,24,40,42
2015-05-26,1,4,17,19,44,46,39
2015-05-27,10,11,15,17,42,44,40
2015-05-28,13,20,29,31,40,41,38
2015-05-29,3,7,10,15,25,27,43
2015-05-30,1,12,17,37,41,45,14
2015-06-01,4,28,30,31,36,43,15
2015-06-02,7,19,26,27,35,49,41
2015-06-03,5,10,11,20,36,38,9
2015-06-04,8,12,24,30,35,45,14
2015-06-05,26,28,30,31,35,43,39
2015-06-06,6,12,24,28,32,49,7
2015-06-08,8,13,24,31,40,43,21
2015-06-09,1,5,26,34,42,47,13
2015-06-10,1,12,15,31,40,42,34
2015-06-11,7,11,13,20,25,42,28
2015-06-12,4,7,15,17,22,41,5
2015-06-13,1,2,12,13,21,42,45
2015-06-15,1,33,37,38,43,49,11
2015-06-16,12,21,22,23,29,47,24
2015-06-17,3,6,15,24,27,43,13
2015-06-18,19,25,30,31,40,43,24
2015-06-19,10,15,29,42,44,48,1
2015-06-20,7,11,24,28,33,35,16
2015-06-22,5,6,7,16,19,34,43
2015-06-23,3,12,25,34,41,43,20
2015-06-24,9,18,38,39,43,45,22
2015-06-25,19,24,27,38,45,47,41
2015-06-26,7,24,30,38,46,48,16
2015-06-27,18,26,31,41,42,44,10
2015-06-29,8,9,20,36,41,42,2
2015-06-30,3,4,10,26,37,44,27
2015-07-01,3,24,25,28,34,41,6
2015-07-02,6,7,18,21,27,47,33
2015-07-03,6,7,16,35,37,47,42
2015-07-04,7,19,26,28,30,39,23
2015-07-06,14,15,18,24,25,35,2
2015-07-07,2,12,14,26,33,42,29
2015-07-08,3,5,6,11,21,44,47
2015-07-09,3,16,42,44,45,48,36
2015-07-10,17,19,21,35,37,41,26
2015-07-11,14,23,26,36,38,48,6
2015-07-13,3,25,28,31,40,49,7
2015-07-14,12,18,22,30,37,40,29
2015-07-15,6,8,21,29,41,48,4
2015-07-16,1,5,13,22,25,26,34
2015-07-17,16,18,23,26,36,43,8
2015-07-18,1,20,24,29,44,46,33
2015-07-20,3,8,17,24,25,26,9
2015-07-21,3,6,22,32,33,45,41
2015-07-22,7,12,17,22,23,39,42
2015-07-23,12,16,34,40,43,45,30
2015-07-24,10,15,23,33,38,47,1
2015-07-25,5,14,27,29,31,43,24
2015-07-27,4,15,16,26,32,42,25
2015-07-28,13,14,16,26,34,44,11
2015-07-29,5,11,12,18,29,47,3
2015-07-30,3,10,15,21,41,47,37
2015-07-31,2,13,14,29,31,43,36
2015-08-01,18,32,34,40,41,42,15
2015-08-03,1,6,11,31,33,34,30
2015-08-04,6,10,30,31,36,42,12
2015-08-05,5,7,25,35,40,47,18
2015-08-06,4,11,35,36,43,44,21
2015-08-07,5,8,9,12,18,48,4
2015-08-08,2,7,18,21,27,49,42
2015-08-10,2,14,21,33,40,48,39
2015-08-11,33,35,36,39,43,49,28
2015-08-12,15,25,34,43,44,49,32
2015-08-13,1,16,19,20,33,47,36
2015-08-14,13,24,31,40,42,47,18
2015-08-15,4,6,38,39,41,46,17
2015-08-17,1,2,12,20,38,46,17
2015-08-18,1,21,23,32,38,47,39
2015-08-19,21,25,27,34,40,47,32
2015-08-20,12,15,20,23,38,45,35
2015-08-21,2,8,12,20,35,42,19
2015-08-22,9,10,17,26,29,31,41
2015-08-24,5,11,24,26,30,40,37
2015-08-25,8,9,14,15,30,32,18
2015-08-26,4,19,29,34,38,42,33
2015-08-27,4,10,21,25,28,48,1
2015-08-28,7,14,18,19,28,36,30
2015-08-29,1,18,22,24,25,32,4
2015-08-31,3,9,12,24,31,37,49
2015-09-01,1,9,24,41,42,46,37
2015-09-02,1,6,32,37,46,49,34
2015-09-03,1,6,10,17,19,36,5
2015-09-04,3,16,19,29,30,48,15
2015-09-05,3,4,7,17,28,49,24
2015-09-07,5,8,12,31,44,49,27
2015-09-08,5,7,12,19,23,24,2
2015-09-09,11,17,19,25,38,42,48
2015-09-10,1,7,30,36,38,41,25
2015-09-11,13,17,22,23,33,36,3
2015-09-12,6,9,31,33,37,45,38
2015-09-14,28,31,33,36,40,45,18
2015-09-15,16,17,18,32,33,36,20
2015-09-16,1,8,28,34,35,36,43
2015-09-17,1,21,23,37,44,46,41
2015-09-18,3,7,15,16,40,47,38
2015-09-19,10,24,25,38,44,46,15
2015-09-21,7,10,24,27,41,42,19
2015-09-22,14,25,27,28,43,47,12
2015-09-23,1,9,14,19,33,47,20
2015-09-24,5,6,8,19,38,47,22
2015-09-25,1,2,21,30,37,41,9
2015-09-26,3,8,12,24,46,47,26
2015-09-28,9,10,32,33,39,42,24
2015-09-29,14,17,22,36,47,49,43
2015-09-30,2,7,8,16,17,38,15
2015-10-01,6,10,18,20,40,41,22
2015-10-02,7,17,24,26,28,39,35
2015-10-03,3,4,12,20,25,32,48
2015-10-05,1,3,7,23,28,40,12
2015-10-06,3,13,20,25,36,46,49
2015-10-07,4,18,19,28,38,41,39
2015-10-08,1,2,5,12,17,43,7
2015-10-09,2,5,8,9,14,17,15
2015-10-10,9,13,16,33,41,48,10
2015-10-12,8,16,24,42,45,47,7
2015-10-13,11,19,32,35,39,44,22
2015-10-14,1,6,29,34,36,40,9
2015-10-15,25,26,35,39,40,47,23
2015-10-16,3,14,17,25,27,38,10
2015-10-17,1,12,19,25,42,48,46
2015-10-19,1,10,16,18,23,32,2
2015-10-20,13,16,19,21,34,41,8
2015-10-21,2,17,20,24,29,34,23
2015-10-22,4,7,10,14,22,28,30
2015-10-23,4,6,11,22,34,46,35
2015-10-24,14,19,20,22,32,44,16
2015-10-26,4,14,15,36,41,43,16
2015-10-27,9,12,19,20,31,45,33
2015-10-28,14,19,25,26,27,28,24
2015-10-29,4,12,15,24,25,47,46
2015-10-30,8,25,29,33,44,46,1
2015-10-31,2,5,12,22,33,43,16
2015-11-02,11,13,16,19,29,49,46
2015-11-03,2,8,11,16,17,42,40
2015-11-04,5,10,13,19,20,34,21
2015-11-05,5,34,37,38,45,46,4
2015-11-06,6,11,17,24,28,31,33
2015-11-07,2,8,14,16,33,48,9
2015-11-09,28,35,41,45,46,47,14
2015-11-10,7,15,16,23,29,48,11
2015-11-11,6,14,32,37,44,49,10
2015-11-12,3,10,32,33,35,38,40
2015-11-13,4,18,25,40,43,49,41
